Seller ID,Order ID,Units Shipped
48436dade18ac8b2bce089ec2a041202,00018f77f2f0320c557190d7a144bdd3,1.0
48436dade18ac8b2bce089ec2a041202,000229ec398224ef6ca0657da4fc703e,1.0
48436dade18ac8b2bce089ec2a041202,00024acbcdf0a6daa1e931b038114c75,1.0
48436dade18ac8b2bce089ec2a041202,00042b26cf59d7ce69dfabb4e55b4fd9,1.0
48436dade18ac8b2bce089ec2a041202,00048cc3ae777c65dbb7d2a0634bc1ea,1.0
48436dade18ac8b2bce089ec2a041202,00054e8431b9d7675808bcb819fb4a32,1.0
48436dade18ac8b2bce089ec2a041202,000576fe39319847cbb9d288c5617fa6,1.0
5996cddab893a4652a15592fb58ab8db,00010242fe8c5a6d1ba2dd792cb16214,1.0
